points	occurences	percentage	cdf
2	17716	33.36220857971451	33.36220857971451
3	7771	14.634100410530676	47.99630899024519
4	4939	9.300967948476517	57.29727693872171
5	3291	6.19750668524726	63.49478362396897
6	2406	4.530902790855335	68.0256864148243
7	1823	3.4330157056231405	71.45870212044744
8	1429	2.69104741817634	74.14974953862378
9	1197	2.254152385974163	76.40390192459795
10	885	1.666603894391925	78.07050581898987
11	809	1.523483107980867	79.59398892697074
12	763	1.4368573688373318	81.03084629580808
13	563	1.0602237203871794	82.09107001619526
14	556	1.0470415426914241	83.13811155888668
15	530	0.9980791683929042	84.13619072727958
16	490	0.9227524387028737	85.05894316598246
17	447	0.8417762042860909	85.90071937026855
18	451	0.849308877255094	86.75002824752364
19	523	0.9848969906971489	87.7349252382208
20	386	0.7269029415087944	88.4618281797296
21	337	0.634627697638507	89.0964558773681
22	353	0.6647583895145193	89.76121426688262
23	324	0.6101465104892471	90.37136077737186
24	292	0.5498851267372227	90.92124590410909
25	191	0.3596851342698957	91.28093103837898
26	256	0.4820910700161952	91.76302210839518
27	136	0.25611088094610374	92.01913298934129
28	114	0.21468117961658695	92.23381416895788
29	163	0.3069564234868743	92.54077059244476
30	155	0.2918910775488682	92.83266166999363
31	160	0.30130691876012206	93.13396858875375
32	154	0.29000790930661746	93.42397649806037
33	68	0.12805544047305187	93.55203193853342
34	120	0.22598018907009151	93.7780121276035
35	135	0.25422771270385297	94.03223984030735
36	112	0.21091484313208542	94.24315468343944
37	88	0.16571880531806712	94.40887348875751
38	75	0.1412376181688072	94.55011110692631
39	84	0.15818613234906406	94.70829723927537
40	81	0.15253662762231177	94.86083386689768
41	108	0.20338217016308238	95.06421603706076
42	57	0.10734058980829347	95.17155662686905
43	27	0.050845542540770595	95.22240216940982
44	64	0.1205227675040488	95.34292493691386
45	85	0.16006930059131483	95.50299423750518
46	65	0.12240593574629957	95.62540017325148
47	44	0.08285940265903356	95.70825957591052
48	58	0.10922375805054424	95.81748333396106
49	52	0.09792474859703966	95.9154080825581
50	45	0.08474257090128431	96.00015065345939
51	86	0.1619524688335656	96.16210312229295
52	50	0.09415841211253813	96.25626153440548
53	68	0.12805544047305187	96.38431697487853
54	34	0.06402772023652593	96.44834469511505
55	46	0.08662573914353508	96.53497043425858
56	24	0.045196037814018306	96.5801664720726
57	34	0.06402772023652593	96.64419419230913
58	47	0.08850890738578585	96.73270309969492
59	51	0.0960415803547889	96.82874468004971
60	44	0.08285940265903356	96.91160408270875
61	15	0.02824752363376144	96.93985160634251
62	15	0.02824752363376144	96.96809912997628
63	14	0.026364355391510677	96.99446348536779
64	28	0.052728710783021354	97.0471921961508
65	16	0.0301306918760122	97.07732288802681
66	29	0.05461187902527212	97.13193476705209
67	13	0.024481187149259915	97.15641595420135
68	11	0.02071485066475839	97.17713080486611
69	9	0.016948514180256863	97.19407931904637
70	19	0.03578019660276449	97.22985951564912
71	18	0.033897028360513726	97.26375654400964
72	12	0.022598018907009153	97.28635456291664
73	31	0.058378215509773644	97.34473277842642
74	14	0.026364355391510677	97.37109713381793
75	22	0.04142970132951678	97.41252683514745
76	6	0.011299009453504576	97.42382584460096
77	10	0.01883168242250763	97.44265752702346
78	35	0.0659108884787767	97.50856841550224
79	14	0.026364355391510677	97.53493277089375
80	7	0.013182177695755339	97.5481149485895
81	8	0.0150653459380061	97.56318029452751
82	23	0.04331286957176754	97.60649316409928
83	6	0.011299009453504576	97.61779217355279
84	18	0.033897028360513726	97.6516892019133
85	8	0.0150653459380061	97.66675454785131
86	10	0.01883168242250763	97.68558623027381
87	5	0.009415841211253814	97.69500207148506
88	2	0.003766336484501525	97.69876840796957
89	20	0.03766336484501526	97.73643177281458
90	8	0.0150653459380061	97.7514971187526
91	26	0.04896237429851983	97.80045949305112
92	5	0.009415841211253814	97.80987533426237
93	4	0.00753267296900305	97.81740800723138
94	6	0.011299009453504576	97.82870701668489
95	5	0.009415841211253814	97.83812285789614
96	13	0.024481187149259915	97.8626040450454
97	7	0.013182177695755339	97.87578622274116
98	4	0.00753267296900305	97.88331889571016
99	4	0.00753267296900305	97.89085156867917
100	16	0.0301306918760122	97.92098226055518
101	6	0.011299009453504576	97.93228127000869
102	11	0.02071485066475839	97.95299612067345
103	19	0.03578019660276449	97.9887763172762
104	11	0.02071485066475839	98.00949116794096
105	14	0.026364355391510677	98.03585552333247
106	4	0.00753267296900305	98.04338819630148
107	6	0.011299009453504576	98.05468720575499
108	13	0.024481187149259915	98.07916839290425
109	6	0.011299009453504576	98.09046740235776
110	11	0.02071485066475839	98.11118225302252
111	12	0.022598018907009153	98.13378027192952
112	25	0.047079206056269064	98.18085947798579
113	9	0.016948514180256863	98.19780799216605
114	11	0.02071485066475839	98.21852284283081
115	7	0.013182177695755339	98.23170502052656
116	47	0.08850890738578585	98.32021392791235
117	6	0.011299009453504576	98.33151293736586
118	7	0.013182177695755339	98.34469511506161
119	10	0.01883168242250763	98.36352679748411
120	11	0.02071485066475839	98.38424164814887
121	3	0.005649504726752288	98.38989115287562
122	16	0.0301306918760122	98.42002184475163
123	33	0.06214455199427517	98.48216639674591
124	41	0.07720989793228127	98.55937629467819
125	34	0.06402772023652593	98.62340401491471
126	5	0.009415841211253814	98.63281985612596
127	42	0.07909306617453203	98.7119129223005
128	8	0.0150653459380061	98.72697826823851
129	10	0.01883168242250763	98.74580995066101
130	15	0.02824752363376144	98.77405747429478
131	35	0.0659108884787767	98.83996836277356
132	42	0.07909306617453203	98.9190614289481
133	5	0.009415841211253814	98.92847727015935
134	13	0.024481187149259915	98.95295845730861
135	40	0.07532672969003051	99.02828518699864
136	8	0.0150653459380061	99.04335053293666
137	6	0.011299009453504576	99.05464954239017
138	7	0.013182177695755339	99.06783172008592
139	11	0.02071485066475839	99.08854657075068
140	46	0.08662573914353508	99.17517230989421
141	6	0.011299009453504576	99.18647131934772
142	35	0.0659108884787767	99.2523822078265
143	6	0.011299009453504576	99.26368121728001
144	12	0.022598018907009153	99.28627923618701
145	4	0.00753267296900305	99.29381190915602
146	28	0.052728710783021354	99.34654061993903
147	6	0.011299009453504576	99.35783962939254
148	30	0.05649504726752288	99.41433467666006
149	25	0.047079206056269064	99.46141388271633
150	37	0.06967722496327822	99.5310911076796
151	29	0.05461187902527212	99.58570298670487
152	9	0.016948514180256863	99.60265150088513
153	8	0.0150653459380061	99.61771684682314
154	6	0.011299009453504576	99.62901585627665
155	2	0.003766336484501525	99.63278219276116
156	7	0.013182177695755339	99.64596437045691
157	1	0.0018831682422507626	99.64784753869915
158	6	0.011299009453504576	99.65914654815266
159	1	0.0018831682422507626	99.6610297163949
160	2	0.003766336484501525	99.66479605287941
161	1	0.0018831682422507626	99.66667922112165
164	1	0.0018831682422507626	99.6685623893639
165	3	0.005649504726752288	99.67421189409065
166	1	0.0018831682422507626	99.67609506233289
168	1	0.0018831682422507626	99.67797823057514
169	1	0.0018831682422507626	99.67986139881738
170	1	0.0018831682422507626	99.68174456705962
171	1	0.0018831682422507626	99.68362773530187
172	2	0.003766336484501525	99.68739407178637
174	4	0.00753267296900305	99.69492674475538
175	1	0.0018831682422507626	99.69680991299762
