points	occurences	percentage	cdf
2	35877	44.23634144236341	44.23634144236341
3	11924	14.702292147022922	58.938633589386335
4	6410	7.903530079035301	66.84216366842163
5	4483	5.5275390552753905	72.36970272369703
6	3099	3.8210670382106704	76.1907697619077
7	2200	2.7126000271260002	78.9033697890337
8	1684	2.07637202076372	80.97974180979742
9	1240	1.5289200152892002	82.50866182508662
10	1287	1.5868710158687103	84.09553284095533
11	897	1.10600101106001	85.20153385201534
12	759	0.9358470093584701	86.13738086137381
13	890	1.0973700109737001	87.23475087234752
14	595	0.7336350073363501	87.96838587968386
15	689	0.8495370084953701	88.81792288817924
16	555	0.68431500684315	89.50223789502239
17	430	0.5301900053019001	90.0324279003243
18	420	0.5178600051786001	90.5502879055029
19	389	0.47963700479637006	91.02992491029927
20	288	0.35510400355104005	91.3850289138503
21	285	0.35140500351405	91.73643391736435
22	233	0.28728900287289005	92.02372292023725
23	275	0.33907500339075003	92.362797923628
24	175	0.21577500215775003	92.57857292578575
25	113	0.13932900139329002	92.71790192717904
26	240	0.2959200029592	93.01382193013825
27	159	0.19604700196047	93.20986893209871
28	161	0.19851300198513003	93.40838193408385
29	95	0.11713500117135	93.5255169352552
30	135	0.16645500166455002	93.69197193691974
31	94	0.11590200115902001	93.80787393807876
32	102	0.12576600125766002	93.93363993933642
33	108	0.13316400133164003	94.06680394066805
34	152	0.18741600187416002	94.2542199425422
35	92	0.11343600113436002	94.36765594367657
36	125	0.15412500154125003	94.52178094521781
37	100	0.12330000123300001	94.64508094645082
38	132	0.16275600162756002	94.80783694807837
39	134	0.16522200165222	94.9730589497306
40	105	0.12946500129465002	95.10252395102525
41	122	0.15042600150426003	95.2529499525295
42	72	0.08877600088776001	95.34172595341727
43	93	0.11466900114669001	95.45639495456396
44	74	0.09124200091242	95.54763695547638
45	88	0.10850400108504	95.65614095656142
46	144	0.17755200177552002	95.83369295833694
47	150	0.18495000184950003	96.01864296018644
48	86	0.10603800106038001	96.12468096124682
49	63	0.07767900077679	96.2023599620236
50	102	0.12576600125766002	96.32812596328127
51	103	0.12699900126999	96.45512496455126
52	93	0.11466900114669001	96.56979396569795
53	65	0.08014500080145001	96.6499389664994
54	33	0.040689000406890004	96.69062796690629
55	46	0.05671800056718001	96.74734596747346
56	52	0.06411600064116	96.81146196811463
57	52	0.06411600064116	96.87557796875579
58	25	0.030825000308250004	96.90640296906405
59	52	0.06411600064116	96.97051896970521
60	54	0.06658200066582001	97.03710097037103
61	69	0.08507700085077001	97.1221779712218
62	24	0.029592000295920004	97.15176997151772
63	28	0.03452400034524	97.18629397186297
64	42	0.051786000517860004	97.23807997238083
65	39	0.04808700048087	97.28616697286171
66	32	0.03945600039456	97.32562297325627
67	28	0.03452400034524	97.36014697360152
68	23	0.028359000283590004	97.3885059738851
69	26	0.03205800032058	97.42056397420568
70	23	0.028359000283590004	97.44892297448926
71	21	0.025893000258930002	97.4748159747482
72	24	0.029592000295920004	97.50440797504412
73	51	0.06288300062883001	97.56729097567295
74	48	0.05918400059184001	97.62647497626479
75	34	0.04192200041922001	97.66839697668401
76	17	0.020961000209610003	97.68935797689362
