points	occurences	percentage	cdf
2	12739	33.847012248585166	33.847012248585166
3	5182	13.768366235353508	47.61537848393867
4	2874	7.636102771209182	55.25148125514785
5	2263	6.01270026835295	61.2641815235008
6	1712	4.548715359885219	65.81289688338602
7	1422	3.778196987007466	69.59109387039348
8	1091	2.898743257964237	72.48983712835772
9	743	1.9741212105109334	74.46395833886865
10	624	1.657942981640407	76.12190132050905
11	481	1.2779977150144803	77.39989903552353
12	476	1.2647129154821053	78.66461195100564
13	367	0.9751042856763291	79.63971623668196
14	350	0.9299359672662539	80.56965220394822
15	365	0.9697903658633791	81.5394425698116
16	300	0.7970879719425034	82.3365305417541
17	483	1.2833116348274305	83.61984217658153
18	426	1.1318649201583548	84.75170709673988
19	346	0.9193081276403539	85.67101522438023
20	204	0.5420198209209023	86.21303504530113
21	317	0.8422562903525785	87.0552913356537
22	247	0.6562690968993278	87.71156043255303
23	178	0.47293886335255203	88.18449929590558
24	126	0.3347769482158514	88.51927624412143
25	233	0.6190716582086776	89.13834790233011
26	150	0.3985439859712517	89.53689188830137
27	141	0.3746313468129766	89.91152323511434
28	91	0.24178335148922603	90.15330658660358
29	106	0.2816377500863512	90.43494433668992
30	156	0.41448574541010175	90.84943008210003
31	67	0.17801631373382576	91.02744639583385
32	63	0.1673884741079257	91.19483486994177
33	77	0.20458591279857588	91.39942078274035
34	65	0.17270239392087575	91.57212317666122
35	103	0.27366687036692616	91.84579004702815
36	51	0.13550495523022557	91.98129500225838
37	71	0.1886441533597258	92.16993915561811
38	131	0.34806174774822646	92.51800090336634
39	68	0.18067327364030078	92.69867417700664
40	71	0.1886441533597258	92.88731833036637
41	126	0.3347769482158514	93.22209527858222
42	54	0.1434758349496506	93.36557111353187
43	72	0.1913011132662008	93.55687222679808
44	39	0.10362143635252544	93.6604936631506
45	39	0.10362143635252544	93.76411509950313
46	85	0.22584159205037596	93.9899566915535
47	110	0.29226558971225125	94.28222228126576
48	39	0.10362143635252544	94.38584371761829
49	37	0.09830751653957542	94.48415123415786
50	20	0.05313919812950023	94.53729043228736
51	49	0.13019103541727556	94.66748146770463
52	33	0.08767967691367537	94.75516114461831
53	26	0.0690809575683503	94.82424210218666
54	45	0.1195631957913755	94.94380529797803
55	62	0.1647315142014507	95.10853681217948
56	17	0.045168318410075195	95.15370513058956
57	23	0.06111007784892526	95.21481520843848
58	50	0.13284799532375058	95.34766320376224
59	38	0.10096447644605043	95.44862768020829
60	20	0.05313919812950023	95.50176687833779
61	34	0.09033663682015039	95.59210351515794
62	14	0.03719743869065016	95.6293009538486
63	17	0.045168318410075195	95.67446927225868
64	18	0.0478252783165502	95.72229455057523
65	33	0.08767967691367537	95.80997422748891
66	11	0.029226558971225124	95.83920078646014
67	25	0.06642399766187529	95.90562478412201
68	6	0.015941759438850067	95.92156654356086
69	18	0.0478252783165502	95.96939182187741
70	23	0.06111007784892526	96.03050189972633
71	19	0.050482238223025215	96.08098413794936
72	12	0.031883518877700134	96.11286765682706
73	15	0.03985439859712517	96.15272205542419
74	28	0.07439487738130032	96.22711693280549
75	18	0.0478252783165502	96.27494221112204
76	14	0.03719743869065016	96.31213964981269
77	6	0.015941759438850067	96.32808140925154
78	30	0.07970879719425034	96.4077902064458
79	12	0.031883518877700134	96.4396737253235
80	8	0.02125567925180009	96.4609294045753
81	9	0.0239126391582751	96.48484204373356
82	8	0.02125567925180009	96.50609772298536
83	15	0.03985439859712517	96.54595212158249
84	13	0.03454047878417515	96.58049260036667
85	23	0.06111007784892526	96.64160267821559
86	20	0.05313919812950023	96.69474187634509
87	9	0.0239126391582751	96.71865451550336
88	26	0.0690809575683503	96.7877354730717
89	14	0.03719743869065016	96.82493291176236
90	7	0.01859871934532508	96.84353163110768
91	14	0.03719743869065016	96.88072906979833
92	17	0.045168318410075195	96.92589738820841
93	4	0.010627839625900045	96.93652522783431
94	4	0.010627839625900045	96.9471530674602
95	12	0.031883518877700134	96.97903658633791
96	19	0.050482238223025215	97.02951882456094
97	9	0.0239126391582751	97.0534314637192
98	2	0.005313919812950023	97.05874538353216
99	3	0.007970879719425034	97.06671626325158
100	3	0.007970879719425034	97.074687142971
101	7	0.01859871934532508	97.09328586231632
102	2	0.005313919812950023	97.09859978212927
103	1	0.0026569599064750113	97.10125674203574
104	3	0.007970879719425034	97.10922762175517
105	8	0.02125567925180009	97.13048330100696
106	7	0.01859871934532508	97.14908202035228
107	7	0.01859871934532508	97.1676807396976
108	11	0.029226558971225124	97.19690729866883
109	10	0.026569599064750114	97.22347689773359
110	11	0.029226558971225124	97.25270345670482
111	6	0.015941759438850067	97.26864521614367
112	12	0.031883518877700134	97.30052873502137
113	11	0.029226558971225124	97.3297552939926
114	12	0.031883518877700134	97.36163881287031
115	11	0.029226558971225124	97.39086537184154
116	9	0.0239126391582751	97.41477801099981
117	17	0.045168318410075195	97.45994632940989
118	7	0.01859871934532508	97.47854504875521
119	9	0.0239126391582751	97.50245768791348
120	44	0.1169062358849005	97.61936392379837
121	51	0.13550495523022557	97.7548688790286
122	19	0.050482238223025215	97.80535111725163
123	9	0.0239126391582751	97.8292637564099
124	11	0.029226558971225124	97.85849031538113
125	20	0.05313919812950023	97.91162951351063
126	40	0.10627839625900046	98.01790790976963
127	5	0.013284799532375057	98.031192709302
128	18	0.0478252783165502	98.07901798761856
129	41	0.10893535616547546	98.18795334378403
130	77	0.20458591279857588	98.39253925658261
131	5	0.013284799532375057	98.40582405611498
132	2	0.005313919812950023	98.41113797592793
133	2	0.005313919812950023	98.41645189574088
134	6	0.015941759438850067	98.43239365517972
135	37	0.09830751653957542	98.5307011717193
136	36	0.0956505566331004	98.6263517283524
137	12	0.031883518877700134	98.65823524723011
138	55	0.14613279485612563	98.80436804208624
139	37	0.09830751653957542	98.90267555862582
140	12	0.031883518877700134	98.93455907750352
141	5	0.013284799532375057	98.9478438770359
142	10	0.026569599064750114	98.97441347610065
143	68	0.18067327364030078	99.15508674974095
144	3	0.007970879719425034	99.16305762946037
145	8	0.02125567925180009	99.18431330871216
147	17	0.045168318410075195	99.22948162712224
148	9	0.0239126391582751	99.25339426628051
149	5	0.013284799532375057	99.26667906581288
150	8	0.02125567925180009	99.28793474506467
151	2	0.005313919812950023	99.29324866487762
152	30	0.07970879719425034	99.37295746207188
153	4	0.010627839625900045	99.38358530169778
155	28	0.07439487738130032	99.45798017907907
156	7	0.01859871934532508	99.47657889842439
158	7	0.01859871934532508	99.49517761776971
160	3	0.007970879719425034	99.50314849748914
161	2	0.005313919812950023	99.50846241730208
162	5	0.013284799532375057	99.52174721683446
